Lake_Name,Cropland_Area_Ha
Mettur_Dam,6267.033491
Bhavanisagar_Dam,5026.826409
Amaravathi_Dam,5740.373651
Vaigai_Dam,13101.52437
Pechiparai_Dam,57.23307177
Papanasam_Dam,391.004905
