Lake_Name,Cropland_Area_Ha
Mattupetty_Dam,31.71142453692567
KRS_Dam,6766.4907982449595
Kabini_Dam,15449.190507035091
Hemavathi_Dam,11239.102790488841
Tungabhadra_Dam,9729.041231031888
Almatti_Dam,15495.07257563324
Supa_Dam,651.1771904221449
Bhadra_Dam,2022.2597252435662
Nagarjuna_Sagar,8166.561005671403
Srisailam_Dam,329.32778903030993
Somasila_Dam,3721.125012947379
Kandaleru_Dam,4973.188562716537
