Lake_Name,Cropland_Area_Ha
Sholayar_Dam,7.558900568389893
Aliyar_Dam,975.2623613889324
Krishnagiri_Dam,10389.6469332609
Sathanur_Dam,11562.869478578177
Manimuthar_Dam,2540.6380547081394
Idukki_Dam,6.344831313323975
